A051910,LG화학,1
A051915,LG화학우,1
A052690,한전기술,1
A053210,스카이라이프,1
A053690,한미글로벌,1
A055490,테이팩스,1
A055550,신한지주,1
A057050,현대홈쇼핑,1
A058430,포스코강판,1
A058650,세아홀딩스,1
A058730,다스코,1
A058850,KTcs,1
A058860,KTis,1
A060980,한라홀딩스,1
A063160,종근당바이오,1
A064350,현대로템,1
A064960,SNT모티브,1
A066570,LG전자,1
A066575,LG전자우,1
A067830,세이브존I&C,1
A068270,셀트리온,1
A068290,삼성출판사,1
A068400,SK렌터카,1
A069260,휴켐스,1
A069460,대호에이엘,1
A069500,KODEX 200,10
A069620,대웅제약,1
A069640,한세엠케이,1
A069660,KOSEF 200,10
A069730,DSR제강,1
A069960,현대백화점,1
A070960,용평리조트,1
A071050,한국금융지주,1
A071055,한국금융지주우,1
A071090,하이스틸,1
A071320,지역난방공사,1
A071840,롯데하이마트,1
A071950,코아스,1
A071970,STX중공업,1
A072130,유엔젤,1
A072710,농심홀딩스,1
A073240,금호타이어,1
A074610,이엔플러스,1
A075180,새론오토모티브,1
A075580,세진중공업,1
A077500,유니퀘스트,1
A077970,STX엔진,1
A078000,텔코웨어,1
A078520,에이블씨엔씨,1
A078930,GS,1
A078935,GS우,1
A079160,CJ CGV,1
A079430,현대리바트,1
A079550,LIG넥스원,1
A079980,휴비스,1
A081000,일진다이아,1
A081660,휠라홀딩스,1
A082640,동양생명,1
A082740,HSD엔진,1
A083420,그린케미칼,1
A084010,대한제강,1
A084670,동양고속,1
A084680,이월드,1
A084690,대상홀딩스,1
A084695,대상홀딩스우,1
A084870,TBH글로벌,1
A085310,엔케이,1
A085620,미래에셋생명,1
A086280,현대글로비스,1
A086790,하나금융지주,1
A088260,이리츠코크렙,3
A088350,한화생명,1
A088790,진도,1
A088980,맥쿼리인프라,5
A089470,HDC현대EP,1
A089590,제주항공,1
A089860,롯데렌탈,1
A090080,평화산업,1
A090350,노루페인트,1
A090355,노루페인트우,1
A090370,메타랩스,1
A090430,아모레퍼시픽,1
A090435,아모레퍼시픽우,1
A091090,세원이앤씨,1
A091160,KODEX 반도체,10
A091170,KODEX 은행,10
A091180,KODEX 자동차,10
A091220,TIGER 은행,10
A091230,TIGER 반도체,10
A091810,티웨이항공,1
A092200,디아이씨,1
A092220,KEC,1
A092230,KPX홀딩스,1
A092440,기신정기,1
A092780,동양피스톤,1
A093050,LF,1
A093230,이아이디,1
A093240,형지엘리트,1
A093370,후성,1
A094280,효성ITX,1
A094800,맵스리얼티1,2
A095570,AJ네트웍스,1
A095720,웅진씽크빅,1
A096300,베트남개발1,2
A096760,JW홀딩스,1
A096770,SK이노베이션,1
A096775,SK이노베이션우,1
A097230,한진중공업,1
A097520,엠씨넥스,1
A097950,CJ제일제당,1
A097955,CJ제일제당 우,1
A098560,TIGER 방송통신,10
A099140,KODEX 차이나H,10
A100220,비상교육,1
A100250,진양홀딩스,1
A100840,SNT에너지,1
A100910,KOSEF KRX100,10
A101060,SBS미디어홀딩스,1
A101140,인바이오젠,1
A101280,KODEX 일본TOPIX100,10
A101530,해태제과식품,1
A102110,TIGER 200,10
A102260,동성케미컬,1
A102280,쌍방울,1
